,No_,Name,Address,City,Customer Posting Group,Salesperson Code,Shipment Method Code,Country_Region Code,Gen_ Bus_ Posting Group,County,CityState,Customer,StateCountry,Post Code,GeoColumn With Address,GeoColumn,State Area Code,State Zone Code,State Location Code,Mkt Segment,On premise/off premise,longitude,latitude,coordinates
3964,3HAR,HARVEST AND HEARTH,251 COUNTRY RT. 67,SARATOGA SPRINGS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARATOGA SPRINGS NY,3HAR HARVEST AND HEARTH,"NY, ",12866,251 COUNTRY RT. 67 SARATOGA SPRINGS NY  12866 ,SARATOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3965,3HFW,HELLER & SPENARD LLC.,26 WOOD ROAD,WEST SAND LAKE,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,WEST SAND LAKE NY,3HFW HELLER & SPENARD LLC.,"NY, ",12153,26 WOOD ROAD WEST SAND LAKE NY  12153 ,WEST SAND LAKE NY  ,ALBANY AREA,GREENE COUNTY,SAND LAKE,Metro,Off premise,-73.4989,42.6379,"[-73.4989, 42.6379]"
3966,3HOOSI,HOOSICK STREET WINE CELLAR,260 HOOSICK STREET,TROY,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,TROY NY,3HOOSI HOOSICK STREET WINE CELLAR,"NY, ",12180,260 HOOSICK STREET TROY NY  12180 ,TROY NY  ,ALBANY AREA,GREENE COUNTY,TROY,Metro,Off premise,-73.6683,42.7287,"[-73.6683, 42.7287]"
3967,3HUDS,HUDSON WINE MERCHANTS,341 1/2 WARREN STREET,HUDSON,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,HUDSON NY,3HUDS HUDSON WINE MERCHANTS,"NY, ",12534,341 1/2 WARREN STREET HUDSON NY  12534 ,HUDSON NY  ,ALBANY AREA,COLUMBIA COUNTY,HUDSON,Metro,Off premise,-73.7552,42.247,"[-73.7552, 42.247]"
3968,3JACK,JACK'S LIQUOR STORE,1028 RT.146  STE. 6,CLIFTON PARK,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,CLIFTON PARK NY,3JACK JACK'S LIQUOR STORE,"NY, ",12065,1028 RT.146  STE. 6 CLIFTON PARK NY  12065 ,CLIFTON PARK NY  ,ALBANY AREA,SARATOGA COUNTY,HAIFMOON,Metro,Off premise,-73.7851,42.8499,"[-73.7851, 42.8499]"
3969,3JCF,GREENFIELD WINE & LIQUOR,2534 RT 9N,GREENFIELD CTR.,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,GREENFIELD CTR. NY,3JCF GREENFIELD WINE & LIQUOR,"NY, ",12833,2534 RT 9N GREENFIELD CTR. NY  12833 ,GREENFIELD CTR. NY  ,ALBANY AREA,SARATOGA COUNTY,GREENFIELD CTR,Metro,Off premise,-73.8398,43.1401,"[-73.8398, 43.1401]"
3970,3JJW,J & J WINE & LIQUOR,16 COMMONS DRIVE,COOPERSTOWN,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,COOPERSTOWN NY,3JJW J & J WINE & LIQUOR,"NY, ",13326,16 COMMONS DRIVE COOPERSTOWN NY  13326 ,COOPERSTOWN NY  ,ALBANY AREA,OTSEGO COUNTY,COOPERSTOWN,Metro,Off premise,-74.9243,42.7005,"[-74.9243, 42.7005]"
3971,3JON,JONES & 50 WINE & SPIRITS,4208 RT. 50 STE. 3,SARATOGA SPRINGS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARATOGA SPRINGS NY,3JON JONES & 50 WINE & SPIRITS,"NY, ",12866,4208 RT. 50 STE. 3 SARATOGA SPRINGS NY  12866 ,SARATOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3972,3KIND,KINDERHOOK WINE & SPIRITS,2967 ROUTE 9 SUITE #407,VALATIE,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,VALATIE NY,3KIND KINDERHOOK WINE & SPIRITS,"NY, ",12184,2967 ROUTE 9 SUITE #407 VALATIE NY  12184 ,VALATIE NY  ,ALBANY AREA,COLUMBIA COUNTY,VALATIE,Metro,Off premise,-73.6683,42.4321,"[-73.6683, 42.4321]"
3973,3MANDD,SAND CREEK WINE & LIQUOR,98 WOLF RD,ALBANY,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,ALBANY NY,3MANDD SAND CREEK WINE & LIQUOR,"NY, ",12205,98 WOLF RD ALBANY NY  12205 ,ALBANY NY  ,ALBANY AREA,SULLIVAN COUNTY,ROESSLEVILLE,Metro,Off premise,-73.8207,42.7198,"[-73.8207, 42.7198]"
3974,3MAVI,THE WINE RESERVE,388 FEURA BUSH RD,GLENMONT,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,GLENMONT NY,3MAVI THE WINE RESERVE,"NY, ",12077,388 FEURA BUSH RD GLENMONT NY  12077 ,GLENMONT NY  ,ALBANY AREA,SULLIVAN COUNTY,GLENMONT,Metro,Off premise,-73.7959,42.5971,"[-73.7959, 42.5971]"
3975,3MAYO,MAYONNES WINE & LIQUOR,329 GLENMONT RD.,GLENMONT,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,GLENMONT NY,3MAYO MAYONNES WINE & LIQUOR,"NY, ",12207,329 GLENMONT RD. GLENMONT NY  12207 ,GLENMONT NY  ,ALBANY AREA,ALBANY,ALBANY,Metro,Off premise,-73.7562,42.6526,"[-73.7562, 42.6526]"
3976,3MDS,ROUTE 30 WINE & LIQUOR,4930 STATE HWY.30,AMSTERDAM,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,AMSTERDAM NY,3MDS ROUTE 30 WINE & LIQUOR,"NY, ",12010,4930 STATE HWY.30 AMSTERDAM NY  12010 ,AMSTERDAM NY  ,ALBANY AREA,MONTGOMERY COUNTY,AMSTERDAM,Metro,Off premise,-74.1882,42.9387,"[-74.1882, 42.9387]"
3977,3MID,MIDTOWN WINE & SPIRITS,77 MILTON AVENUE,BALLSTON SPA,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,BALLSTON SPA NY,3MID MIDTOWN WINE & SPIRITS,"NY, ",12020,77 MILTON AVENUE BALLSTON SPA NY  12020 ,BALLSTON SPA NY  ,ALBANY AREA,SARATOGA COUNTY,MALTA,Metro,Off premise,-73.8486,43.005,"[-73.8486, 43.005]"
3978,3NARRO,NARROWSBURG FINE W. & S.,44 MAIN STREET PO BOX 431,NARROWSBURG,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,NARROWSBURG NY,3NARRO NARROWSBURG FINE W. & S.,"NY, ",12764,44 MAIN STREET PO BOX 431 NARROWSBURG NY  12764 ,NARROWSBURG NY  ,ALBANY AREA,RENSSELAER COUNTY,NARROWSBURG,Metro,Off premise,-75.0107,41.5921,"[-75.0107, 41.5921]"
3979,3NIS,NISKAYUNA WINES & LIQUOR,2211 NOTT STREET,NISKAYUNA,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,NISKAYUNA NY,3NIS NISKAYUNA WINES & LIQUOR,"NY, ",12309,2211 NOTT STREET NISKAYUNA NY  12309 ,NISKAYUNA NY  ,ALBANY AREA,SCHENECTADY COUNTY,SCHENECTADY,Metro,Off premise,-73.8693,42.8091,"[-73.8693, 42.8091]"
3980,3PARK,WINE & SPIRIT OF CLIFTON PARK,15 PARK AVENUE,CLIFTON PARK,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,CLIFTON PARK NY,3PARK WINE & SPIRIT OF CLIFTON PARK,"NY, ",12065,15 PARK AVENUE CLIFTON PARK NY  12065 ,CLIFTON PARK NY  ,ALBANY AREA,SARATOGA COUNTY,HAIFMOON,Metro,Off premise,-73.7851,42.8499,"[-73.7851, 42.8499]"
3981,3PARW,PARKWOOD WINES & SPIRITS,1758 ROUTE 9 S C PARKW PLAZA,CLIFTON PARK,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,CLIFTON PARK NY,3PARW PARKWOOD WINES & SPIRITS,"NY, ",12065,1758 ROUTE 9 S C PARKW PLAZA CLIFTON PARK NY  12065 ,CLIFTON PARK NY  ,ALBANY AREA,SARATOGA COUNTY,HAIFMOON,Metro,Off premise,-73.7851,42.8499,"[-73.7851, 42.8499]"
3982,3PEN,PENNELL'S RESTAURANT,284 JEFFERSON STREET,SARATOGA SPRINGS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARATOGA SPRINGS NY,3PEN PENNELL'S RESTAURANT,"NY, ",12866,284 JEFFERSON STREET SARATOGA SPRINGS NY  12866 ,SARATOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3983,3PLAZA,PLAZA WINE & SPIRITS,404 ROWLAND STREET,BALLSTON SPA,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,BALLSTON SPA NY,3PLAZA PLAZA WINE & SPIRITS,"NY, ",12020,404 ROWLAND STREET BALLSTON SPA NY  12020 ,BALLSTON SPA NY  ,ALBANY AREA,SARATOGA COUNTY,MALTA,Metro,Off premise,-73.8486,43.005,"[-73.8486, 43.005]"
3984,3PURDY,PURDY'S DISCOUNT WINE & LIQUOR,70-72 CONGRESS STREET,SARTOGA SPRINGS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARTOGA SPRINGS NY,3PURDY PURDY'S DISCOUNT WINE & LIQUOR,"NY, ",12866,70-72 CONGRESS STREET SARTOGA SPRINGS NY  12866 ,SARTOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3985,3PUTNM,PUTNAM STREET MARKET PLACE,431 BROADWAY AVE.,SARATOGA SPRINGS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARATOGA SPRINGS NY,3PUTNM PUTNAM STREET MARKET PLACE,"NY, ",12866,431 BROADWAY AVE. SARATOGA SPRINGS NY  12866 ,SARATOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3986,3REGU,REGULAR'S LIQUOR CABINET,443 SARATOGA RD.,SCOTIA,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SCOTIA NY,3REGU REGULAR'S LIQUOR CABINET,"NY, ",12302,443 SARATOGA RD. SCOTIA NY  12302 ,SCOTIA NY  ,ALBANY AREA,SCHENECTADY COUNTY,SCHENECTADY,Metro,Off premise,-73.9913,42.88,"[-73.9913, 42.88]"
3987,3ROG,ROGERS WINE & SPIRITS,TAMARAC PLAZA,CROPSYEVILLE,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,CROPSYEVILLE NY,3ROG ROGERS WINE & SPIRITS,"NY, ",12052,TAMARAC PLAZA CROPSYEVILLE NY  12052 ,CROPSYEVILLE NY  ,ALBANY AREA,RENSSELAER COUNTY,CROPSERYVILLE,Metro,Off premise,-73.4719,42.7667,"[-73.4719, 42.7667]"
3988,3ROUT,DRINK CHATHAM INC,15 DARDESS DRIVE SUITE #5,CHATHAM,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,CHATHAM NY,3ROUT DRINK CHATHAM INC,"NY, ",12037,15 DARDESS DRIVE SUITE #5 CHATHAM NY  12037 ,CHATHAM NY  ,ALBANY AREA,COLUMBIA COUNTY,CHATHAM,Metro,Off premise,-73.5873,42.3496,"[-73.5873, 42.3496]"
3989,3SAR,OLD SARATOGA WINE & SPIRITS,33 FERRY STREET,SCHUYLERVILLE,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SCHUYLERVILLE NY,3SAR OLD SARATOGA WINE & SPIRITS,"NY, ",12871,33 FERRY STREET SCHUYLERVILLE NY  12871 ,SCHUYLERVILLE NY  ,ALBANY AREA,SARATOGA COUNTY,SCHUYLERVILLE,Metro,Off premise,-73.6007,43.0878,"[-73.6007, 43.0878]"
3990,3SARA,SPIRITS OF SARATOGA,6 LOWES DR.,SARATOGA,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARATOGA NY,3SARA SPIRITS OF SARATOGA,"NY, ",12866,6 LOWES DR. SARATOGA NY  12866 ,SARATOGA NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3991,3SARAT,THE SARATOGA WINE EXCHANGE,42 PHILA STREET,SARATOGA SPRINGS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARATOGA SPRINGS NY,3SARAT THE SARATOGA WINE EXCHANGE,"NY, ",12866,42 PHILA STREET SARATOGA SPRINGS NY  12866 ,SARATOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3992,3SAVE,SAVE-MORE WINE & LIQUOR,444 BROADWAY,MENANDS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,MENANDS NY,3SAVE SAVE-MORE WINE & LIQUOR,"NY, ",12204,444 BROADWAY MENANDS NY  12204 ,MENANDS NY  ,ALBANY AREA,SULLIVAN COUNTY,MEANDS,Metro,Off premise,-73.7354,42.6847,"[-73.7354, 42.6847]"
3993,3SCOT,SCOTIA WINES & SPIRITS,221 MOHAWK AVENUE,SCOTIA,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SCOTIA NY,3SCOT SCOTIA WINES & SPIRITS,"NY, ",12302,221 MOHAWK AVENUE SCOTIA NY  12302 ,SCOTIA NY  ,ALBANY AREA,SCHENECTADY COUNTY,SCHENECTADY,Metro,Off premise,-73.9913,42.88,"[-73.9913, 42.88]"
3994,3SLING,"W & S OF SLINGERLANDS, INC.",1365 NEW SCOTLAND ROAD,SLINGERLANDS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SLINGERLANDS NY,"3SLING W & S OF SLINGERLANDS, INC.","NY, ",12159,1365 NEW SCOTLAND ROAD SLINGERLANDS NY  12159 ,SLINGERLANDS NY  ,ALBANY AREA,SULLIVAN COUNTY,SLINGERLAND,Metro,Off premise,-73.8711,42.6485,"[-73.8711, 42.6485]"
3995,3SMIT,SMITH'S COLONIE WINE & LIQUOR,1701 CENTRAL AVENUE,COLONIE,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,COLONIE NY,3SMIT SMITH'S COLONIE WINE & LIQUOR,"NY, ",12205,1701 CENTRAL AVENUE COLONIE NY  12205 ,COLONIE NY  ,ALBANY AREA,SULLIVAN COUNTY,ROESSLEVILLE,Metro,Off premise,-73.8207,42.7198,"[-73.8207, 42.7198]"
3996,3SOTA,SPIRITS OF THE ADIRONDACKS,107 TOWNSEND AVENUE,JOHNSTOWN,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,JOHNSTOWN NY,3SOTA SPIRITS OF THE ADIRONDACKS,"NY, ",12095,107 TOWNSEND AVENUE JOHNSTOWN NY  12095 ,JOHNSTOWN NY  ,ALBANY AREA,GREENE COUNTY,HOHSNONVILLE,Metro,Off premise,-74.3715,43.0069,"[-74.3715, 43.0069]"
3997,3SWL,SHAMROCK WINE & LIQUOR,3565 ROUTE 9W, HIGHLAND,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY, HIGHLAND NY,3SWL SHAMROCK WINE & LIQUOR,"NY, ",12528,3565 ROUTE 9W  HIGHLAND NY  12528 , HIGHLAND NY  ,ALBANY AREA,ULSTER COUNTY,HIGHLAND,Metro,Off premise,-73.9928,41.7167,"[-73.9928, 41.7167]"
3998,3THEG,THE GRAPE VINE,3039 RT. 50 SUITE #5,SARATOGA SPRINGS,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SARATOGA SPRINGS NY,3THEG THE GRAPE VINE,"NY, ",12866,3039 RT. 50 SUITE #5 SARATOGA SPRINGS NY  12866 ,SARATOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,Off premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
3999,3VON,VONADEAU WINE & SPIRITS LLC,70 S. MAIN ST.,,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY, NY,3VON VONADEAU WINE & SPIRITS LLC,"NY, ",12022,70 S. MAIN ST.  NY  12022 , NY  ,ALBANY AREA,RENSSELAER COUNTY,BERLIN,Metro,Off premise,-73.3702,42.6919,"[-73.3702, 42.6919]"
4000,3WATER,WATERVLIET WINES & LIQUORS,315 19TH ST.,WATERVLIET,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,WATERVLIET NY,3WATER WATERVLIET WINES & LIQUORS,"NY, ",12189,315 19TH ST. WATERVLIET NY  12189 ,WATERVLIET NY  ,ALBANY AREA,SULLIVAN COUNTY,WATERVILET,Metro,Off premise,-73.7123,42.7298,"[-73.7123, 42.7298]"
4001,3WINSK,WINE SKILL WINE & SPIRIT,130 MAIN AVENUE,WYNANSKILL,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,WYNANSKILL NY,3WINSK WINE SKILL WINE & SPIRIT,"NY, ",12198,130 MAIN AVENUE WYNANSKILL NY  12198 ,WYNANSKILL NY  ,ALBANY AREA,GREENE COUNTY,WYNANTSKILL,Metro,Off premise,-73.6383,42.6878,"[-73.6383, 42.6878]"
4002,3YARD,THE VINEYARD WINE & SPIRITS,2666 HAMBURG STREET,SCHENECTADY,3NYSTORE,MPA,FLEETWOOD,,NYSTO,NY,SCHENECTADY NY,3YARD THE VINEYARD WINE & SPIRITS,"NY, ",12303,2666 HAMBURG STREET SCHENECTADY NY  12303 ,SCHENECTADY NY  ,ALBANY AREA,SCHENECTADY COUNTY,SCHENECTADY,Metro,Off premise,-73.9448,42.7823,"[-73.9448, 42.7823]"
4003,2ACAP,ACAPULCO GRILL REST.,40 BROADWAY,KINGSTON,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,KINGSTON NY,2ACAP ACAPULCO GRILL REST.,"NY, ",12401,40 BROADWAY KINGSTON NY  12401 ,KINGSTON NY  ,HUDSON VALLEY,ULSTER COUNTY,KINGSTON,Metro,On premise,-74.0668,41.9697,"[-74.0668, 41.9697]"
4004,2ACR,ACROPOLIS,708 ELMWOOD AVE,BUFFALO,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,BUFFALO NY,2ACR ACROPOLIS,"NY, ",14222,708 ELMWOOD AVE BUFFALO NY  14222 ,BUFFALO NY  ,BUFFALO,ERIE,BUFFALO,Metro,On premise,-78.8763,42.9164,"[-78.8763, 42.9164]"
4005,2ADCAF,ADOLFO'S CAFE-POUGHKEEPSIE,75  NO. WATER ST.,POUGHKEEPSIE,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,POUGHKEEPSIE NY,2ADCAF ADOLFO'S CAFE-POUGHKEEPSIE,"NY, ",12601,75  NO. WATER ST. POUGHKEEPSIE NY  12601 ,POUGHKEEPSIE NY  ,HUDSON VALLEY,DUTCHESS COUNTY,POUGHKEEPSIE,Metro,On premise,-73.9117,41.7035,"[-73.9117, 41.7035]"
4006,2ADK,THE ADK CAFE,2835 NYS RT.73,KEENE,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,KEENE NY,2ADK THE ADK CAFE,"NY, ",12942,2835 NYS RT.73 KEENE NY  12942 ,KEENE NY  ,UTICA,ESSEX COUNTY,KEENE,Metro,On premise,-73.7915,44.2555,"[-73.7915, 44.2555]"
4007,2AEG,AEGEAN COVE,2001 STEINWAY ST.,ASTORIA,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,ASTORIA NY,2AEG AEGEAN COVE,"NY, ",11105,2001 STEINWAY ST. ASTORIA NY  11105 ,ASTORIA NY  ,QUEENS,NORTHWEST QUEENS,ASTORIA,Metro,On premise,-73.911,40.7763,"[-73.911, 40.7763]"
4008,2AERGD,GIAN-TINA RESTAURANT,602 E. 187TH STREET,BRONX,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,BRONX NY,2AERGD GIAN-TINA RESTAURANT,"NY, ",10458,602 E. 187TH STREET BRONX NY  10458 ,BRONX NY  ,BRONX,BRONX PARK,FORDHAM,Metro,On premise,-73.8895,40.8633,"[-73.8895, 40.8633]"
4009,2ALBER,ALBERTO SECONDO METROPOLITAN,98-31 METROPOLITAN AVE.,FOREST HILLS,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,FOREST HILLS NY,2ALBER ALBERTO SECONDO METROPOLITAN,"NY, ",11375,98-31 METROPOLITAN AVE. FOREST HILLS NY  11375 ,FOREST HILLS NY  ,QUEENS,WEST CENTRAL QUEENS,FOREST HILLS,Metro,On premise,-73.8473,40.7229,"[-73.8473, 40.7229]"
4010,2ANAMR,AN AMERICAN PLACE,7481 S. BROADWAY STE 2A,RED HOOK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,RED HOOK NY,2ANAMR AN AMERICAN PLACE,"NY, ",12571,7481 S. BROADWAY STE 2A RED HOOK NY  12571 ,RED HOOK NY  ,HUDSON VALLEY,DUTCHESS COUNTY,RED HOOK,Metro,On premise,-73.8546,42.0064,"[-73.8546, 42.0064]"
4011,2ANTI,ANTICA ENOTECA,200 LARK  STREET,ALBANY,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,ALBANY NY,2ANTI ANTICA ENOTECA,"NY, ",12210,200 LARK  STREET ALBANY NY  12210 ,ALBANY NY  ,ALBANY AREA,HUDSON VALLEY,ALBANY,Metro,On premise,-73.7605,42.6568,"[-73.7605, 42.6568]"
4012,2ANTICA,ANTICA TRATTORIA,68-10 FRESH POND ROAD,RIDGEWOOD,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,RIDGEWOOD NY,2ANTICA ANTICA TRATTORIA,"NY, ",11385,68-10 FRESH POND ROAD RIDGEWOOD NY  11385 ,RIDGEWOOD NY  ,QUEENS,WEST CENTRAL QUEENS,RIDGEWOOD,Metro,On premise,-73.8961,40.7036,"[-73.8961, 40.7036]"
4013,2ASH,BLACK ROCK KITCHEN &  BAR,491 AMHERST ST.,BUFFALO,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,BUFFALO NY,2ASH BLACK ROCK KITCHEN &  BAR,"NY, ",14207,491 AMHERST ST. BUFFALO NY  14207 ,BUFFALO NY  ,BUFFALO,ERIE,BUFFALO,Metro,On premise,-78.8978,42.9491,"[-78.8978, 42.9491]"
4014,2AVEP,BRUNELLO WINE BAR,663 N. WINTON ROAD,ROCHESTER,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,ROCHESTER NY,2AVEP BRUNELLO WINE BAR,"NY, ",14609,663 N. WINTON ROAD ROCHESTER NY  14609 ,ROCHESTER NY  ,ROCHESTER,MONROE,ROCHESTER,Metro,On premise,-77.5637,43.174,"[-77.5637, 43.174]"
4015,2BBH,BUTTERWOODS SWEET & SAVORY,391 WASHINGTON STREET,BUFFALO,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,BUFFALO NY,2BBH BUTTERWOODS SWEET & SAVORY,"NY, ",14203,391 WASHINGTON STREET BUFFALO NY  14203 ,BUFFALO NY  ,BUFFALO,ERIE,BUFFALO,Metro,On premise,-78.8681,42.8939,"[-78.8681, 42.8939]"
4016,2BBK,BAMBINO BAR & KITCHEN,297 FRANKLIN ST.,BUFFALO,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,BUFFALO NY,2BBK BAMBINO BAR & KITCHEN,"NY, ",14202,297 FRANKLIN ST. BUFFALO NY  14202 ,BUFFALO NY  ,BUFFALO,ERIE,BUFFALO,Metro,On premise,-78.8779,42.887,"[-78.8779, 42.887]"
4017,2BBO,BASIL BRICK OVEN PIZZA,2821 ASTORIA BLVD.,ASTORIA,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,ASTORIA NY,2BBO BASIL BRICK OVEN PIZZA,"NY, ",11102,2821 ASTORIA BLVD. ASTORIA NY  11102 ,ASTORIA NY  ,QUEENS,NORTHWEST QUEENS,ASTORIA,Metro,On premise,-73.9265,40.7706,"[-73.9265, 40.7706]"
4018,2BDE,AMICI'S,35 MAIN STREET,POUGHKEEPSIE,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,POUGHKEEPSIE NY,2BDE AMICI'S,"NY, ",12601,35 MAIN STREET POUGHKEEPSIE NY  12601 ,POUGHKEEPSIE NY  ,HUDSON VALLEY,DUTCHESS COUNTY,POUGHKEEPSIE,Metro,On premise,-73.9117,41.7035,"[-73.9117, 41.7035]"
4019,2BEEK,BEEKMAN STREET BISTRO,62 BEEKMAN STREET,SARATOGA SPRINGS,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,SARATOGA SPRINGS NY,2BEEK BEEKMAN STREET BISTRO,"NY, ",12866,62 BEEKMAN STREET SARATOGA SPRINGS NY  12866 ,SARATOGA SPRINGS NY  ,ALBANY AREA,SARATOGA COUNTY,WILTON,Metro,On premise,-73.7408,43.0708,"[-73.7408, 43.0708]"
4020,2BELCU,BELLA CUCINA,4479 COMMERCIAL DRIVE,NEW HARTFORD,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW HARTFORD NY,2BELCU BELLA CUCINA,"NY, ",13413,4479 COMMERCIAL DRIVE NEW HARTFORD NY  13413 ,NEW HARTFORD NY  ,UTICA,ONEIDA,NEW HARTFOR,Metro,On premise,-75.2906,43.0654,"[-75.2906, 43.0654]"
4021,2BELLS,BELLS CAFE,387 MAIN STREET,CATSKILL,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,CATSKILL NY,2BELLS BELLS CAFE,"NY, ",12414,387 MAIN STREET CATSKILL NY  12414 ,CATSKILL NY  ,ALBANY AREA,GREENE COUNTY,CATSKILL,Metro,On premise,-73.8985,42.2276,"[-73.8985, 42.2276]"
4022,2BIBO,PASTICCIO,80-28 COOPER AVENUE,GLENDALE,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,GLENDALE NY,2BIBO PASTICCIO,"NY, ",11385,80-28 COOPER AVENUE GLENDALE NY  11385 ,GLENDALE NY  ,QUEENS,WEST CENTRAL QUEENS,RIDGEWOOD,Metro,On premise,-73.8961,40.7036,"[-73.8961, 40.7036]"
4023,2BLM,BLUE MONK,727 ELMWOOD AVENUE,BUFFALO,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,BUFFALO NY,2BLM BLUE MONK,"NY, ",14222,727 ELMWOOD AVENUE BUFFALO NY  14222 ,BUFFALO NY  ,BUFFALO,ERIE,BUFFALO,Metro,On premise,-78.8763,42.9164,"[-78.8763, 42.9164]"
4024,2BOSS,BOSS,1735 HERTEL AVENUE,BUFFALO,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,BUFFALO NY,2BOSS BOSS,"NY, ",14216,1735 HERTEL AVENUE BUFFALO NY  14216 ,BUFFALO NY  ,BUFFALO,ERIE,BUFFALO,Metro,On premise,-78.8599,42.9499,"[-78.8599, 42.9499]"
4025,2BRBO,BREAD & BOTTLE,7496 S BROADWAY,RED HOOK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,RED HOOK NY,2BRBO BREAD & BOTTLE,"NY, ",12571,7496 S BROADWAY RED HOOK NY  12571 ,RED HOOK NY  ,HUDSON VALLEY,DUTCHESS COUNTY,RED HOOK,Metro,On premise,-73.8546,42.0064,"[-73.8546, 42.0064]"
